INSTITUICAO_ENSINO_ALUNO_2020,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
Rede Decisão/União,ALUNO-397,12,4,3B,Não,7687500833333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916668,2024-05-09 00:00:00,4375,6666666666666660,2024-05-07 00:00:00,67499975,10
Escola Pública,ALUNO-399,12,0,2P,Não,4233888,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0,2024-06-04 00:00:00,6875,0,7708333333333330,6777773333333330,5
Escola Pública,ALUNO-400,10,1,1C,Não,4864168666666660,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-03-04 00:00:00,3.75,0,7291666666666660,2024-05-07 00:00:00,5
Escola Pública,ALUNO-401,13,1,3L,Não,8410210333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958335,2024-09-09 00:00:00,2024-05-07 00:00:00,6166666666666660,796875,8458335,10
Rede Decisão/União,ALUNO-404,13,4,3L,Não,8318544833333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10000020000000000,2024-09-09 00:00:00,4375,6666666666666660,859375,85416725,10
Escola Pública,ALUNO-406,10,2,1D,Não,7978752000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-05-09 00:00:00,7.1875,7.25,5
Rede Decisão/União,ALUNO-407,13,2,3L,Sim,8289376333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,583333,2024-09-09 00:00:00,5,7666666666666660,859375,9166675000000000,10
Escola Pública,ALUNO-408,8,0,0C,Não,9316669000000000,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,10,10,10,2024-05-07 00:00:00,8333335,10
Escola Pública,ALUNO-414,14,1,2P,Não,5773612,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,69166799999999904,8,2024-05-07 00:00:00,0,8541666666666660,6888886666666660,5
Escola Pública,ALUNO-416,13,2,2G,Não,7780279333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-07-09 00:00:00,6.25,7,7708333333333330,822222,5
Escola Pública,ALUNO-421,15,2,3A,Não,7137293833333330,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,958335,2024-09-05 00:00:00,2024-05-07 00:00:00,7666666666666660,765625,72500025,5
Escola Pública,ALUNO-424,12,3,1G,Não,7912085,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-08-08 00:00:00,2024-05-07 00:00:00,9,7.1875,7416665,5
Escola Pública,ALUNO-425,13,1,3H,Não,7131665666666660,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875001,2024-02-06 00:00:00,2024-05-07 00:00:00,7333333333333330,6666666666666660,5666656666666660,10
Escola Pública,ALUNO-426,10,0,1K,Não,6645835333333330,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8000020000000000,2024-05-06 00:00:00,2024-05-07 00:00:00,5,7291666666666660,7833333333333330,5
Escola Pública,ALUNO-431,9,0,0F,Não,6814172000000000,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-08-09 00:00:00,6875,2024-05-08 00:00:00,2024-05-02 00:00:00,38333499999999904,5
Escola Pública,ALUNO-435,16,0,4B,Não,7312779666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,750001,2024-08-08 00:00:00,2024-05-07 00:00:00,5333333333333330,8749999999999990,8055560000000000,5
Escola Pública,ALUNO-437,9,2,1C,Não,7808335333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10000020000000000,2024-05-08 00:00:00,2024-05-07 00:00:00,2024-05-05 00:00:00,7916666666666660,7333333333333330,10
Escola Pública,ALUNO-439,15,2,4L,Não,4931111666666660,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,958335,2024-06-03 00:00:00,2024-05-07 00:00:00,0,7916666666666660,6055549999999990,5
Escola Pública,ALUNO-441,11,1,2J,Não,7599446,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,2024-04-07 00:00:00,6.25,2024-05-08 00:00:00,5,672222,10
Escola Pública,ALUNO-442,9,0,0F,Não,8216668,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,10,2024-05-07 00:00:00,2024-05-09 00:00:00,2024-05-07 00:00:00,733333,5
Escola Pública,ALUNO-443,12,1,2P,Não,7670558000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,2024-07-09 00:00:00,2024-05-07 00:00:00,6,8749999999999990,7777780000000000,5
Escola Pública,ALUNO-445,11,0,1M,Não,6662085000000000,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-03-06 00:00:00,2024-05-07 00:00:00,4.75,7.1875,7916665,5
Escola Pública,ALUNO-447,10,1,0G,Não,7,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,10,5,2024-05-09 00:00:00,2024-05-02 00:00:00,499999,5
Escola Pública,ALUNO-448,11,1,2R,Não,7510557333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,2024-09-08 00:00:00,9375,2024-05-01 00:00:00,8541666666666660,8444443333333330,10
Escola Pública,ALUNO-449,9,1,1N,Não,8745557333333330,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,2024-02-09 00:00:00,2024-05-07 00:00:00,10,2024-05-07 00:00:00,7277776666666660,10
Escola Pública,ALUNO-450,15,1,4E,Não,6957083833333330,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,791667,2024-04-06 00:00:00,2024-05-07 00:00:00,6666666666666660,4375-08-01 00:00:00,72916675,5
Escola Pública,ALUNO-451,9,2,1E,Não,7322224,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,8,6.25,2024-05-04 00:00:00,7083333333333330,7944443333333330,10
Escola Pública,ALUNO-453,10,1,1G,Não,5682502,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,2024-01-06 00:00:00,2024-05-07 00:00:00,0,8125,7.75,5
Escola Pública,ALUNO-455,9,1,2F,Sim,8586392000000000,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,2024-03-09 00:00:00,2024-05-07 00:00:00,7,7708333333333330,9277783333333330,10
Escola Pública,ALUNO-457,7,0,1J,Não,59116686666666600,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8000020000000000,2024-01-07 00:00:00,5625,0,5625,7833333333333330,10
Escola Pública,ALUNO-458,10,0,1C,Não,5535835333333330,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,2024-02-06 00:00:00,2024-05-07 00:00:00,0,7291666666666660,7333333333333330,5
Escola Pública,ALUNO-459,17,1,5L,Não,5938332666666660,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,666666,2024-09-06 00:00:00,3125,36666666666666600,8125,7666666666666660,5
Escola Pública,ALUNO-460,15,4,5G,Sim,8113544166666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958335,9,4375,6333333333333330,859375,8958337499999990,10
Escola Pública,ALUNO-462,16,0,5B,Não,7248334333333330,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,791667,2024-02-08 00:00:00,2024-05-07 00:00:00,6,8333333333333330,7666670000000000,5
Rede Decisão/União,ALUNO-463,12,3,3L,Não,8291043,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875001,2024-07-09 00:00:00,5,8,859375,7583335,10
Escola Pública,ALUNO-464,14,0,4B,Não,6841113666666660,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958335,2024-04-08 00:00:00,2024-05-07 00:00:00,0,8749999999999990,7888893333333330,10
Escola Pública,ALUNO-466,17,3,6A,Não,5782291333333330,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0,2024-05-06 00:00:00,6.25,5166666666666660,765625,7791665,5
Escola Pública,ALUNO-467,13,1,2M,Não,6622917999999990,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-05-07 00:00:00,6875,3.75,7.1875,758333,5
Escola Pública,ALUNO-468,10,2,1N,Não,7426390666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-05-07 00:00:00,5,9,6875,7444443333333330,5
Rede Decisão/União,ALUNO-469,12,4,3A,Não,8347085000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875001,2024-01-09 00:00:00,6875,8,8125-07-01 00:00:00,791667,10
Escola Pública,ALUNO-472,10,0,1K,Não,8223057333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-09-08 00:00:00,2024-05-07 00:00:00,2024-05-09 00:00:00,7708333333333330,811111,5
Escola Pública,ALUNO-473,10,2,1E,Não,7809445333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-07-07 00:00:00,6875,10,6875,7222216666666660,5
Escola Pública,ALUNO-474,10,1,1H,Não,8033612666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-05-09 00:00:00,7291666666666660,772222,5
Escola Pública,ALUNO-476,17,1,7B,Não,8101250333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833334,2024-01-09 00:00:00,6.25,7166666666666660,8125-07-01 00:00:00,8041665,10
Escola Pública,ALUNO-477,12,1,2L,Não,5791112666666660,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-09-05 00:00:00,5,2.75,2024-05-07 00:00:00,7055553333333330,5
Escola Pública,ALUNO-478,14,0,2G,Não,6578056666666660,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-03-09 00:00:00,2024-05-07 00:00:00,2,7291666666666660,6944439999999990,5
Escola Pública,ALUNO-482,12,4,2E,Não,8342224,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10000020000000000,2024-06-09 00:00:00,2024-05-07 00:00:00,8,9166666666666660,8277776666666660,5
Rede Decisão/União,ALUNO-483,11,2,2E,Não,8374169333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,2024-06-09 00:00:00,5,8,7708333333333330,816667,10
FIAP,ALUNO-484,18,4,8A,,5703335,D,Quartzo,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Ponto a melhorar em 2021: As suas notas na Faculdade.,,958335,0,3125,2024-08-07 00:00:00,0,0,10
Escola Pública,ALUNO-486,12,1,2B,Não,5862502000000000,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,9,5,0.5,5625,2024-05-07 00:00:00,5
Escola Pública,ALUNO-487,8,1,0G,Não,878125,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,10,2024-05-07 00:00:00,10,8125-07-01 00:00:00,649999,10
Escola Pública,ALUNO-488,13,1,3R,Não,6512222666666660,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10000020000000000,2024-02-04 00:00:00,6875,5666666666666660,7291666666666660,5611103333333330,10
Rede Decisão/União,ALUNO-490,14,4,3B,Não,8003127333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,958335,2024-05-08 00:00:00,6875,8666666666666660,765625,829167,5
Escola Pública,ALUNO-491,10,1,1F,Não,6662084,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,2024-03-02 00:00:00,2024-05-07 00:00:00,10,7.1875,691666,5
