NOME,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021
ALUNO-513,1.0,F,Escola Pública,Veterano,Ametista,7285,2024-05-08 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-01-06 00:00:00,2024-07-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-04-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-518,7.0,A,Rede Decisão,Veterano,Ametista,7971,2024-06-09 00:00:00,2024-07-06 00:00:00,2024-05-07 00:00:00,2024-09-07 00:00:00,2024-01-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-07-07 00:00:00,10.0,Nível 7 (3o EM),0.0
ALUNO-520,3.0,L,Rede Decisão,Veterano,Topázio,8414,2024-09-07 00:00:00,2024-07-09 00:00:00,2024-06-05 00:00:00,2024-02-07 00:00:00,9.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,2024-09-08 00:00:00,10.0,Nível 2 (5o e 6o ano),1.0
ALUNO-521,2.0,E,Escola Pública,Veterano,Ametista,7254,2024-05-09 00:00:00,2024-06-04 00:00:00,2024-05-07 00:00:00,2024-03-05 00:00:00,2024-05-08 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-07-08 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-522,2.0,P,Escola Pública,Veterano,Ágata,5868,2024-05-08 00:00:00,2024-02-04 00:00:00,2024-05-07 00:00:00,2024-08-03 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-01-07 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-523,3.0,D,Escola Pública,Ingressante,Ametista,7082,2024-09-07 00:00:00,2024-06-05 00:00:00,2024-05-07 00:00:00,2024-04-06 00:00:00,2024-09-06 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-03-07 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-524,1.0,E,Escola Pública,Veterano,Topázio,8494,2024-05-09 00:00:00,2024-02-09 00:00:00,2024-05-07 00:00:00,2024-04-08 00:00:00,2024-08-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,2024-06-09 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-526,1.0,F,Escola Pública,Ingressante,Ametista,7626,2024-05-08 00:00:00,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-08-07 00:00:00,2024-07-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-03-07 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-527,6.0,C,Rede Decisão,Veterano,Ametista,7620,2024-02-09 00:00:00,2024-02-07 00:00:00,2024-05-07 00:00:00,2024-01-07 00:00:00,2024-06-08 00:00:00,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-07-08 00:00:00,5.0,Nível 7 (3o EM),-1.0
ALUNO-529,1.0,N,Escola Pública,Ingressante,Ametista,8090,8.0,2024-06-09 00:00:00,2024-05-07 00:00:00,8.0,2024-01-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-06-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-531,5.0,A,Escola Pública,Veterano,Ametista,7223,2024-08-08 00:00:00,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-07-05 00:00:00,2024-08-07 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,2024-05-07 00:00:00,5.0,Nível 7 (3o EM),-2.0
ALUNO-533,3.0,B,Escola Pública,Veterano,Ágata,5956,2024-02-09 00:00:00,2024-03-05 00:00:00,2024-05-07 00:00:00,2024-09-04 00:00:00,2024-08-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-09-04 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-536,1.0,R,Escola Pública,Ingressante,Quartzo,4586,8.0,2024-07-01 00:00:00,2024-05-07 00:00:00,2024-01-03 00:00:00,2024-07-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-06-04 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-537,0.0,M,Escola Pública,Ingressante,Quartzo,4808,2024-03-06 00:00:00,2024-02-04 00:00:00,2024-05-07 00:00:00,2024-04-03 00:00:00,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-06-04 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-538,2.0,J,Escola Pública,Ingressante,Quartzo,4824,9.0,5.0,5.0,2024-01-01 00:00:00,2024-02-05 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-09-05 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-540,2.0,I,Escola Pública,Veterano,Ágata,6078,2024-05-08 00:00:00,2024-04-05 00:00:00,2024-05-07 00:00:00,2024-05-04 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-02-06 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-541,4.0,L,Rede Decisão,Veterano,Ametista,7835,2024-02-09 00:00:00,2024-09-06 00:00:00,2024-05-07 00:00:00,2024-08-06 00:00:00,2024-01-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,8.0,10.0,Nível 4 (9o ano),0.0
ALUNO-542,0.0,R,Escola Pública,Ingressante,Ametista,7565,8.0,2024-03-08 00:00:00,2024-05-07 00:00:00,7.0,2024-08-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-03-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-2.0
ALUNO-544,2.0,R,Escola Pública,Veterano,Ametista,7292,9.0,2024-09-07 00:00:00,2024-03-06 00:00:00,2024-07-06 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-07-07 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-546,6.0,A,Escola Pública,Veterano,Ágata,5728,10.0,2024-02-07 00:00:00,2024-05-02 00:00:00,4.0,2024-06-04 00:00:00,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não,2024-03-06 00:00:00,5.0,Nível 8 (Universitários),-2.0
ALUNO-547,4.0,G,Escola Pública,Veterano,Ágata,6800,2024-05-07 00:00:00,2024-04-06 00:00:00,2024-03-06 00:00:00,2024-01-07 00:00:00,8.0,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,2024-01-07 00:00:00,5.0,Nível 5 (1o EM),-1.0
ALUNO-548,0.0,S,Escola Pública,Ingressante,Topázio,8431,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-03-05 00:00:00,2024-08-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,2024-05-09 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-550,0.0,S,Escola Pública,Ingressante,Ametista,7873,10.0,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-09-06 00:00:00,2024-02-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,2024-03-09 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-555,2.0,J,Escola Pública,Veterano,Topázio,8489,2024-04-07 00:00:00,10.0,2024-01-08 00:00:00,2024-06-06 00:00:00,2024-05-08 00:00:00,Mantido na Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-08-08 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-557,2.0,M,Escola Pública,Veterano,Ametista,7543,9.0,2024-03-08 00:00:00,2024-09-06 00:00:00,2024-09-05 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-09-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-560,2.0,N,Escola Pública,Veterano,Ágata,6489,2024-05-09 00:00:00,2024-06-04 00:00:00,2024-05-07 00:00:00,2024-02-03 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-01-07 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-561,3.0,G,Escola Pública,Veterano,Quartzo,4740,2024-09-07 00:00:00,2024-01-01 00:00:00,2024-05-07 00:00:00,4.0,2024-09-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-09-04 00:00:00,5.0,Nível 5 (1o EM),-2.0
ALUNO-562,2.0,L,Rede Decisão,Veterano,Topázio,8418,2024-05-07 00:00:00,2024-09-07 00:00:00,2024-05-07 00:00:00,2024-02-09 00:00:00,2024-08-08 00:00:00,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não,2024-01-08 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-563,0.0,T,Escola Pública,Ingressante,Topázio,8371,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-01-07 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,2024-07-09 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-564,4.0,E,Escola Pública,Ingressante,Ágata,5755,10.0,2024-09-03 00:00:00,2024-05-07 00:00:00,2024-08-02 00:00:00,2024-02-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,2024-08-04 00:00:00,10.0,Nível 4 (9o ano),0.0
ALUNO-565,1.0,N,Escola Pública,Ingressante,Topázio,8385,10.0,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-08-05 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,2024-06-09 00:00:00,10.0,Nível 1 (4o ano),0.0
ALUNO-566,5.0,B,Escola Pública,Ingressante,Ametista,8133,2024-08-08 00:00:00,2024-08-07 00:00:00,2024-05-07 00:00:00,2024-09-07 00:00:00,2024-04-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-06-07 00:00:00,10.0,Nível 5 (1o EM),0.0
ALUNO-567,0.0,Q,Escola Pública,Ingressante,Ágata,6885,8.0,2024-08-05 00:00:00,2024-05-07 00:00:00,5.0,2024-02-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-03-07 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-569,1.0,B,Escola Pública,Ingressante,Topázio,8644,10.0,10.0,2024-05-07 00:00:00,7.0,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-07-08 00:00:00,10.0,Nível 1 (4o ano),0.0
ALUNO-570,1.0,R,Escola Pública,Veterano,Quartzo,5049,2024-05-09 00:00:00,2024-03-03 00:00:00,2024-05-07 00:00:00,2.0,2024-07-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-01-05 00:00:00,5.0,Nível 3 (7o e 8o ano),-2.0
ALUNO-571,3.0,D,Escola Pública,Ingressante,Ametista,7246,2024-07-06 00:00:00,2024-02-07 00:00:00,2024-05-07 00:00:00,2024-06-07 00:00:00,2024-07-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-09-07 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-572,0.0,Q,Escola Pública,Ingressante,Topázio,8681,2024-05-07 00:00:00,10.0,2024-05-07 00:00:00,2024-07-06 00:00:00,2024-04-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,10.0,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-574,6.0,C,Escola Pública,Veterano,Ametista,7336,2024-08-08 00:00:00,2024-06-08 00:00:00,2024-05-07 00:00:00,2024-07-05 00:00:00,8.0,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-08-07 00:00:00,5.0,Nível 7 (3o EM),-1.0
ALUNO-578,0.0,Q,Escola Pública,Ingressante,Ametista,7490,2024-05-08 00:00:00,2024-07-06 00:00:00,2024-05-07 00:00:00,2024-02-05 00:00:00,2024-02-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.0,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-579,2.0,H,Escola Pública,Veterano,Ametista,7332,2024-05-08 00:00:00,2024-03-06 00:00:00,2024-05-07 00:00:00,2024-04-05 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-02-08 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-583,4.0,A,Escola Pública,Veterano,Ágata,6535,2024-07-06 00:00:00,2024-06-05 00:00:00,2024-05-07 00:00:00,2024-08-05 00:00:00,2024-07-07 00:00:00,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,2024-09-07 00:00:00,5.0,Nível 5 (1o EM),-1.0
ALUNO-584,1.0,C,Escola Pública,Ingressante,Ametista,7039,9.0,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-07-02 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-09-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-585,2.0,F,Escola Pública,Veterano,Quartzo,2735,0.0,2024-03-01 00:00:00,2024-04-04 00:00:00,0.4,2024-06-06 00:00:00,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,2024-03-05 00:00:00,2024-05-02 00:00:00,Nível 5 (1o EM),-3.0
ALUNO-586,1.0,J,Escola Pública,Veterano,Ametista,8019,2024-05-08 00:00:00,2024-06-09 00:00:00,2024-05-07 00:00:00,2024-01-07 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-09-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-588,1.0,E,Escola Pública,Veterano,Topázio,8881,10.0,2024-06-09 00:00:00,2024-05-07 00:00:00,2024-08-07 00:00:00,2024-08-08 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-09-08 00:00:00,10.0,Nível 1 (4o ano),0.0
ALUNO-589,1.0,R,Escola Pública,Veterano,Ametista,7413,2024-04-07 00:00:00,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-04-06 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-03-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-2.0
ALUNO-594,1.0,C,Escola Pública,Veterano,Ametista,7476,2024-05-09 00:00:00,2024-02-09 00:00:00,2024-05-07 00:00:00,2024-08-04 00:00:00,2024-09-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-04-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-2.0
ALUNO-595,0.0,S,Escola Pública,Ingressante,Topázio,8806,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-09-06 00:00:00,2024-08-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,2024-08-09 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-596,1.0,N,Escola Pública,Ingressante,Ágata,6374,10.0,2024-07-06 00:00:00,2024-05-07 00:00:00,3.0,2024-01-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-09-06 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-602,1.0,E,Escola Pública,Ingressante,Quartzo,4940,0.0,2024-06-04 00:00:00,2024-05-07 00:00:00,2024-03-02 00:00:00,2024-04-08 00:00:00,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,2024-03-07 00:00:00,5.0,Nível 3 (7o e 8o ano),-2.0
ALUNO-603,1.0,R,Escola Pública,Veterano,Ágata,5787,0.0,2024-02-09 00:00:00,2024-01-03 00:00:00,2024-03-03 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-03-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-2.0
ALUNO-608,4.0,A,Escola Pública,Veterano,Ametista,7310,2024-01-07 00:00:00,2024-02-07 00:00:00,5.0,2024-05-08 00:00:00,2024-07-07 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,2024-05-08 00:00:00,5.0,Nível 5 (1o EM),-1.0
ALUNO-610,5.0,B,Escola Pública,Ingressante,Ametista,6913,2024-08-08 00:00:00,2024-04-06 00:00:00,2024-05-07 00:00:00,2024-08-05 00:00:00,2024-04-08 00:00:00,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,2024-05-07 00:00:00,5.0,Nível 6 (2o EM),-1.0
ALUNO-613,1.0,R,Escola Pública,Veterano,Ametista,7196,2024-05-09 00:00:00,2024-02-09 00:00:00,2024-01-03 00:00:00,2024-05-05 00:00:00,2024-03-08 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-03-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-615,1.0,B,Escola Pública,Veterano,Topázio,8358,9.0,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-04-07 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-07-08 00:00:00,10.0,Nível 1 (4o ano),0.0
ALUNO-617,0.0,T,Escola Pública,Ingressante,Topázio,8583,9.0,10.0,2024-05-07 00:00:00,2024-09-05 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,2024-07-09 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-619,2.0,N,Escola Pública,Veterano,Ágata,6682,2024-09-07 00:00:00,5.0,2024-05-07 00:00:00,2024-06-04 00:00:00,2024-07-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-02-07 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-620,1.0,C,Escola Pública,Ingressante,Quartzo,2942,0.0,2024-03-01 00:00:00,2024-05-07 00:00:00,0.0,2024-03-06 00:00:00,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,2024-01-04 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-622,3.0,F,Escola Pública,Veterano,Quartzo,5193,10.0,2024-06-03 00:00:00,2024-05-07 00:00:00,0.7,2024-09-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-05-04 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-624,3.0,F,Escola Pública,Veterano,Ágata,5742,2024-01-07 00:00:00,5.0,2024-05-07 00:00:00,2024-01-05 00:00:00,2024-01-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-05-06 00:00:00,2024-05-02 00:00:00,Nível 6 (2o EM),-3.0
ALUNO-627,0.0,S,Escola Pública,Ingressante,Ametista,7442,8.0,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-09-06 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.0,5.0,Nível 1 (4o ano),-1.0
ALUNO-628,0.0,O,Escola Pública,Ingressante,Ametista,7438,9.0,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-09-05 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-04-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-2.0
ALUNO-632,0.0,S,Escola Pública,Ingressante,Ágata,5888,9.0,5.0,2024-05-07 00:00:00,2024-04-03 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Não avaliado,Não avaliado,Não avaliado,Não,2024-05-06 00:00:00,5.0,Nível 2 (5o e 6o ano),-2.0
ALUNO-634,1.0,A,Escola JP II,Veterano,Quartzo,3754,2024-03-06 00:00:00,2024-01-02 00:00:00,2024-03-06 00:00:00,2024-04-02 00:00:00,2024-04-04 00:00:00,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-03-03 00:00:00,5.0,Nível 3 (7o e 8o ano),-2.0
ALUNO-635,5.0,F,Escola Pública,Veterano,Quartzo,4494,2024-06-04 00:00:00,2024-03-03 00:00:00,5.0,2024-08-04 00:00:00,2024-09-05 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,4.0,5.0,Nível 6 (2o EM),-1.0
ALUNO-638,2.0,I,Escola Pública,Veterano,Ágata,6783,2024-05-08 00:00:00,2024-03-06 00:00:00,2024-09-06 00:00:00,2024-01-06 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-07-07 00:00:00,5.0,Nível 4 (9o ano),-2.0
ALUNO-642,1.0,C,Escola Pública,Veterano,Ametista,7082,2024-05-08 00:00:00,2024-05-07 00:00:00,2024-03-06 00:00:00,2024-04-06 00:00:00,2024-09-06 00:00:00,Alocado em Fase anterior,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-02-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-644,2.0,A,Rede Decisão,Veterano,Topázio,9163,10.0,10.0,5.0,2024-04-09 00:00:00,2024-05-08 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,2024-07-09 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-645,0.0,J,Escola Pública,Veterano,Ágata,6633,10.0,2024-07-06 00:00:00,2024-05-07 00:00:00,2024-03-05 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-02-06 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-646,2.0,D,Escola Pública,Veterano,Ametista,7396,9.0,2024-09-07 00:00:00,2024-05-07 00:00:00,2024-06-06 00:00:00,2024-07-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-08-07 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-647,2.0,R,Escola Pública,Veterano,Quartzo,3868,2024-05-09 00:00:00,2024-07-01 00:00:00,5.0,0.0,2024-03-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-03-04 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-653,0.0,M,Escola Pública,Ingressante,Ametista,6942,9.0,2024-08-05 00:00:00,2024-05-07 00:00:00,2024-09-04 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.0,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-657,2.0,P,Escola Pública,Veterano,Ametista,8046,2024-05-09 00:00:00,2024-03-06 00:00:00,2024-05-07 00:00:00,2024-05-08 00:00:00,9.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Não avaliado,Sim,10.0,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-658,0.0,N,Escola Pública,Ingressante,Ágata,5615,2024-05-09 00:00:00,2024-02-04 00:00:00,2024-05-07 00:00:00,2024-08-02 00:00:00,2024-08-07 00:00:00,Mantido na Fase atual,Mantido na Fase + Bolsa,Não avaliado,Não avaliado,Não,2024-02-06 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-659,3.0,B,Escola Pública,Veterano,Quartzo,5348,2024-03-08 00:00:00,2024-06-03 00:00:00,2024-05-07 00:00:00,2024-03-01 00:00:00,2024-08-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-01-05 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-660,5.0,B,Escola Pública,Ingressante,Quartzo,5336,2024-03-08 00:00:00,2024-07-04 00:00:00,0.0,2024-03-05 00:00:00,2024-09-07 00:00:00,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Não avaliado,Não,6.0,5.0,Nível 7 (3o EM),-2.0
ALUNO-663,2.0,D,Escola Pública,Veterano,Quartzo,5479,2024-08-07 00:00:00,2024-09-02 00:00:00,2024-05-07 00:00:00,2024-03-03 00:00:00,2024-07-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-02-05 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-664,5.0,A,Rede Decisão,Veterano,Topázio,8681,10.0,2024-06-08 00:00:00,2024-05-07 00:00:00,2024-03-09 00:00:00,2024-08-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,2024-09-09 00:00:00,5.0,Nível 6 (2o EM),-1.0
ALUNO-668,2.0,J,Escola Pública,Veterano,Ágata,6722,8.0,2024-08-05 00:00:00,2024-05-07 00:00:00,2024-05-04 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-08-06 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-670,6.0,A,Rede Decisão,Veterano,Ametista,7872,2024-09-07 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-09-07 00:00:00,2024-02-09 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,2024-02-09 00:00:00,5.0,Nível 7 (3o EM),-1.0
